latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
13.673111,-89.17432,793.0,-21600,America/El_Salvador,GMT-6

time,temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (km/h),wind_gusts_10m (km/h),surface_pressure (hPa),shortwave_radiation (W/m²),dew_point_2m (°C),wind_direction_10m (°),et0_fao_evapotranspiration (mm),rain (mm),cloud_cover (%),direct_radiation (W/m²),direct_normal_irradiance (W/m²)
2025-01-30T13:00,32.1,30,12.2,37.8,926.2,889.0,12.3,115,0.72,0.00,5,787.0,925.9
2025-01-30T14:00,30.4,41,14.4,41.0,924.8,803.0,15.6,148,0.64,0.00,18,695.0,871.1
2025-01-30T15:00,28.4,52,12.2,41.4,924.1,651.0,17.6,171,0.50,0.00,16,540.0,786.6
2025-01-30T16:00,27.7,56,9.9,34.9,924.0,463.0,18.0,182,0.35,0.00,4,377.0,720.0
2025-01-30T17:00,26.7,59,7.1,29.2,923.9,269.0,18.0,187,0.20,0.00,3,208.0,649.7
2025-01-30T18:00,25.3,63,5.5,21.6,924.1,62.0,17.7,193,0.06,0.00,2,42.0,298.1
2025-01-30T19:00,24.6,70,3.6,11.5,924.7,0.0,18.7,250,0.00,0.00,0,0.0,0.0
2025-01-30T20:00,24.3,71,1.7,8.6,925.0,0.0,18.7,288,0.00,0.00,0,0.0,0.0
2025-01-30T21:00,24.4,68,1.6,7.9,925.7,0.0,18.0,243,0.00,0.00,0,0.0,0.0
2025-01-30T22:00,23.9,66,2.3,9.7,926.2,0.0,17.2,157,0.00,0.00,0,0.0,0.0
2025-01-30T23:00,23.2,68,0.9,7.9,926.2,0.0,17.0,281,0.00,0.00,0,0.0,0.0
2025-01-31T00:00,23.0,66,0.7,4.7,926.1,0.0,16.4,284,0.00,0.00,0,0.0,0.0
2025-01-31T01:00,23.0,65,0.5,3.6,925.7,0.0,16.1,315,0.00,0.00,0,0.0,0.0
2025-01-31T02:00,22.7,66,1.2,4.0,925.2,0.0,16.1,321,0.00,0.00,0,0.0,0.0
2025-01-31T03:00,22.1,69,2.6,6.5,925.1,0.0,16.2,335,0.00,0.00,0,0.0,0.0
2025-01-31T04:00,21.8,72,4.2,10.1,924.9,0.0,16.6,324,0.00,0.00,0,0.0,0.0
2025-01-31T05:00,21.2,74,5.2,11.9,925.2,0.0,16.5,311,0.00,0.00,0,0.0,0.0
2025-01-31T06:00,20.8,76,6.4,13.7,925.5,0.0,16.4,310,0.01,0.00,0,0.0,0.0
2025-01-31T07:00,21.1,82,8.0,15.8,926.2,21.0,17.9,308,0.03,0.00,1,12.0,118.1
2025-01-31T08:00,24.4,65,5.6,16.9,927.6,195.0,17.3,320,0.13,0.00,90,144.0,585.1
2025-01-31T09:00,24.8,62,4.1,17.3,928.2,183.0,16.9,345,0.15,0.00,75,51.0,110.7
2025-01-31T10:00,27.4,51,2.0,16.2,929.0,529.0,16.3,63,0.38,0.00,94,372.0,582.3
2025-01-31T11:00,27.7,47,5.8,19.8,928.7,400.0,15.2,110,0.33,0.00,80,170.0,221.1
2025-01-31T12:00,28.2,46,9.6,29.9,927.7,580.0,15.6,137,0.47,0.00,93,365.0,433.6
2025-01-31T13:00,26.5,59,9.8,32.4,926.7,480.0,17.9,149,0.37,0.20,98,149.0,174.8
2025-01-31T14:00,25.8,64,7.5,29.5,925.8,363.0,18.5,156,0.29,0.00,100,65.0,81.2
2025-01-31T15:00,25.9,63,2.2,23.8,925.0,198.0,18.4,325,0.16,0.10,100,38.0,55.1
2025-01-31T16:00,26.4,54,5.8,19.4,924.9,151.0,16.2,358,0.16,0.00,100,17.0,32.3
2025-01-31T17:00,26.6,49,3.7,16.9,925.1,107.0,15.1,14,0.11,0.00,84,43.0,133.4
2025-01-31T18:00,25.7,54,6.4,14.4,925.5,46.0,15.7,32,0.07,0.00,50,24.0,169.1
2025-01-31T19:00,24.7,61,3.7,11.5,925.7,0.0,16.7,349,0.01,0.00,20,0.0,0.0
2025-01-31T20:00,24.1,62,4.3,12.6,926.1,0.0,16.2,343,0.01,0.00,39,0.0,0.0
2025-01-31T21:00,23.9,60,7.8,17.3,926.5,0.0,15.5,341,0.04,0.00,36,0.0,0.0
2025-01-31T22:00,24.0,57,8.5,20.5,926.7,0.0,14.8,348,0.05,0.00,9,0.0,0.0
2025-01-31T23:00,23.8,57,7.2,19.4,926.7,0.0,14.9,346,0.04,0.00,5,0.0,0.0
2025-02-01T00:00,23.8,58,6.9,16.9,926.6,0.0,15.1,353,0.03,0.00,17,0.0,0.0
2025-02-01T01:00,23.4,60,7.9,17.6,926.1,0.0,15.2,343,0.04,0.00,97,0.0,0.0
2025-02-01T02:00,22.6,63,7.3,17.6,925.3,0.0,15.2,337,0.03,0.00,82,0.0,0.0
2025-02-01T03:00,21.6,68,9.3,19.4,924.8,0.0,15.5,323,0.03,0.00,43,0.0,0.0
2025-02-01T04:00,21.1,78,10.5,23.8,924.1,0.0,17.2,322,0.02,0.00,85,0.0,0.0
2025-02-01T05:00,20.6,84,10.2,23.8,924.1,0.0,17.8,319,0.01,0.00,75,0.0,0.0
2025-02-01T06:00,20.2,86,10.7,23.8,924.3,0.0,17.8,323,0.01,0.00,79,0.0,0.0
2025-02-01T07:00,21.4,80,10.7,24.5,925.2,20.0,17.9,324,0.04,0.00,81,10.0,98.0
2025-02-01T08:00,23.9,67,10.0,27.4,926.4,197.0,17.3,332,0.15,0.00,87,140.0,566.3
2025-02-01T09:00,26.0,55,11.0,31.0,927.4,427.0,16.3,358,0.32,0.00,97,340.0,735.9
2025-02-01T10:00,28.3,44,13.0,36.7,927.8,638.0,15.1,14,0.50,0.00,47,543.0,847.5
2025-02-01T11:00,30.3,34,14.6,40.3,927.4,797.0,12.7,24,0.64,0.00,100,692.0,897.5
2025-02-01T12:00,31.5,29,14.8,41.0,926.5,831.0,11.5,29,0.70,0.00,100,632.0,748.7
2025-02-01T13:00,31.8,29,14.0,41.4,925.6,783.0,11.8,35,0.67,0.00,100,483.0,564.8
2025-02-01T14:00,32.5,30,12.2,39.6,924.4,708.0,12.6,25,0.61,0.00,98,418.0,520.5
2025-02-01T15:00,32.5,27,3.9,36.7,923.5,595.0,11.3,106,0.47,0.00,100,373.0,539.2
2025-02-01T16:00,29.1,49,9.0,29.5,923.5,449.0,17.3,158,0.36,0.00,67,317.0,599.8
2025-02-01T17:00,27.5,55,6.1,28.4,923.9,251.0,17.8,152,0.20,0.00,24,179.0,551.5
2025-02-01T18:00,25.9,61,3.0,19.4,924.6,58.0,17.8,147,0.04,0.10,31,37.0,258.8
2025-02-01T19:00,25.0,67,11.1,25.2,925.2,0.0,18.4,292,0.05,0.00,99,0.0,0.0
2025-02-01T20:00,25.8,60,6.1,24.5,926.0,0.0,17.5,360,0.03,0.00,48,0.0,0.0
2025-02-01T21:00,24.8,58,9.1,19.1,926.3,0.0,15.8,339,0.05,0.00,8,0.0,0.0
2025-02-01T22:00,23.7,60,9.9,22.0,926.6,0.0,15.4,338,0.05,0.00,1,0.0,0.0
2025-02-01T23:00,22.5,66,9.1,21.6,926.6,0.0,15.8,322,0.03,0.00,23,0.0,0.0
2025-02-02T00:00,21.8,70,10.8,24.1,926.5,0.0,16.1,327,0.03,0.00,44,0.0,0.0
2025-02-02T01:00,21.3,73,9.7,24.1,926.1,0.0,16.2,325,0.03,0.00,21,0.0,0.0
2025-02-02T02:00,20.7,76,10.3,23.4,925.2,0.0,16.3,322,0.02,0.00,19,0.0,0.0
2025-02-02T03:00,20.3,77,11.0,25.6,924.7,0.0,16.2,325,0.02,0.00,28,0.0,0.0
2025-02-02T04:00,20.0,79,11.3,26.6,924.5,0.0,16.2,331,0.02,0.00,24,0.0,0.0
2025-02-02T05:00,19.6,81,11.5,27.4,924.5,0.0,16.3,331,0.02,0.00,12,0.0,0.0
2025-02-02T06:00,19.2,85,12.1,28.4,924.7,0.0,16.6,333,0.01,0.00,8,0.0,0.0
2025-02-02T07:00,20.5,78,12.7,30.2,925.8,22.0,16.5,337,0.05,0.00,1,12.0,117.0
2025-02-02T08:00,22.8,67,12.5,32.8,926.9,209.0,16.3,337,0.16,0.00,0,160.0,644.0
2025-02-02T09:00,25.1,54,13.7,36.0,927.8,449.0,15.2,344,0.33,0.00,0,381.0,821.8
2025-02-02T10:00,27.5,44,14.8,41.4,927.9,665.0,14.2,355,0.51,0.00,0,589.0,916.5
2025-02-02T11:00,29.5,34,15.5,43.6,927.3,821.0,11.9,8,0.65,0.00,0,739.0,955.7
2025-02-02T12:00,30.7,30,14.9,42.8,926.5,909.0,11.1,25,0.73,0.00,0,824.0,973.2
2025-02-02T13:00,31.2,32,15.0,43.2,925.8,923.0,12.6,29,0.74,0.00,4,838.0,977.0
2025-02-02T14:00,33.1,27,14.3,41.4,924.8,846.0,11.9,27,0.72,0.00,17,757.0,939.5
2025-02-02T15:00,33.5,25,11.6,40.7,923.6,610.0,10.6,69,0.56,0.00,16,467.0,672.6
2025-02-02T16:00,30.2,37,11.2,36.0,923.1,466.0,13.9,145,0.41,0.00,32,369.0,695.0
2025-02-02T17:00,28.1,47,1.5,32.4,923.6,247.0,15.7,166,0.17,0.00,37,181.0,554.0
2025-02-02T18:00,27.9,44,4.3,11.5,924.0,57.0,14.5,75,0.06,0.00,21,32.0,222.2
2025-02-02T19:00,26.9,45,6.9,16.9,924.7,0.0,13.9,353,0.05,0.00,22,0.0,0.0
2025-02-02T20:00,25.8,48,9.0,20.5,925.4,0.0,13.9,350,0.07,0.00,8,0.0,0.0
2025-02-02T21:00,24.7,53,7.8,20.5,926.1,0.0,14.5,345,0.05,0.00,23,0.0,0.0
2025-02-02T22:00,23.9,58,7.0,17.6,926.4,0.0,15.1,334,0.03,0.00,24,0.0,0.0
2025-02-02T23:00,23.5,61,7.5,16.6,926.5,0.0,15.6,336,0.03,0.00,55,0.0,0.0
2025-02-03T00:00,22.9,65,8.0,18.4,926.1,0.0,16.0,335,0.03,0.00,100,0.0,0.0
2025-02-03T01:00,22.8,67,8.5,20.5,925.9,0.0,16.2,336,0.03,0.00,87,0.0,0.0
2025-02-03T02:00,22.2,71,8.9,21.6,925.2,0.0,16.6,333,0.03,0.00,96,0.0,0.0
2025-02-03T03:00,21.6,75,8.9,22.0,924.8,0.0,17.0,333,0.02,0.00,86,0.0,0.0
2025-02-03T04:00,21.0,79,8.5,21.2,924.9,0.0,17.3,339,0.01,0.00,15,0.0,0.0
2025-02-03T05:00,20.0,85,9.5,22.0,924.9,0.0,17.4,338,0.01,0.00,21,0.0,0.0
2025-02-03T06:00,19.5,88,9.5,22.3,925.4,0.0,17.5,335,0.00,0.00,3,0.0,0.0
2025-02-03T07:00,20.5,82,10.3,24.1,926.0,18.0,17.3,327,0.04,0.00,2,8.0,77.6
2025-02-03T08:00,22.6,68,11.6,29.5,927.1,205.0,16.5,332,0.15,0.00,76,150.0,600.7
2025-02-03T09:00,24.5,54,13.5,34.9,927.6,379.0,14.5,337,0.30,0.00,51,264.0,567.4
2025-02-03T10:00,25.9,46,14.1,36.7,927.9,491.0,13.4,343,0.40,0.00,2,267.0,414.2
2025-02-03T11:00,28.8,32,14.5,41.0,927.6,819.0,10.7,349,0.64,0.00,0,709.0,914.1
2025-02-03T12:00,30.7,26,13.9,40.3,926.8,915.0,9.0,17,0.73,0.00,14,825.0,971.5
2025-02-03T13:00,30.9,29,15.3,41.8,926.2,918.0,10.8,45,0.74,0.00,16,806.0,936.8
2025-02-03T14:00,31.7,28,13.1,41.8,925.1,781.0,10.9,29,0.66,0.00,36,632.0,781.8
2025-02-03T15:00,31.8,25,7.5,37.4,923.7,438.0,9.3,80,0.40,0.00,44,207.0,297.0
2025-02-03T16:00,29.0,40,7.3,26.6,923.6,389.0,14.2,149,0.33,0.00,74,253.0,474.4
2025-02-03T17:00,27.5,51,4.5,25.2,924.0,224.0,16.5,166,0.18,0.00,8,143.0,434.8
2025-02-03T18:00,26.6,54,1.0,16.6,924.2,65.0,16.5,239,0.03,0.00,20,42.0,289.7
2025-02-03T19:00,25.9,54,2.6,7.6,925.0,0.0,15.8,348,0.01,0.00,17,0.0,0.0
2025-02-03T20:00,25.6,48,2.6,12.6,925.3,0.0,13.8,295,0.01,0.00,36,0.0,0.0
2025-02-03T21:00,24.7,55,0.4,7.2,926.4,0.0,15.0,360,0.00,0.00,4,0.0,0.0
2025-02-03T22:00,24.0,51,7.0,14.4,926.6,0.0,13.2,337,0.04,0.00,0,0.0,0.0
2025-02-03T23:00,22.7,58,8.6,18.0,926.6,0.0,14.1,327,0.04,0.00,5,0.0,0.0
2025-02-04T00:00,21.7,69,9.6,20.9,926.2,0.0,15.7,332,0.03,0.00,12,0.0,0.0
2025-02-04T01:00,20.8,75,10.4,23.0,925.7,0.0,16.2,328,0.02,0.00,6,0.0,0.0
2025-02-04T02:00,20.2,78,10.7,24.5,925.0,0.0,16.3,324,0.02,0.00,1,0.0,0.0
2025-02-04T03:00,19.8,81,11.4,26.6,924.6,0.0,16.4,325,0.02,0.00,0,0.0,0.0
2025-02-04T04:00,19.5,83,11.2,27.4,924.4,0.0,16.4,332,0.01,0.00,0,0.0,0.0
2025-02-04T05:00,19.4,83,12.2,28.8,924.6,0.0,16.3,332,0.01,0.00,0,0.0,0.0
2025-02-04T06:00,19.2,84,13.0,30.6,924.7,0.0,16.3,333,0.01,0.00,0,0.0,0.0
2025-02-04T07:00,20.3,77,13.5,31.7,925.2,23.0,16.2,330,0.05,0.00,0,13.0,125.4
2025-02-04T08:00,22.9,67,13.7,35.3,926.1,218.0,16.4,339,0.16,0.00,0,169.0,673.2
2025-02-04T09:00,25.4,54,14.4,37.1,926.9,456.0,15.3,345,0.34,0.00,0,388.0,830.8
2025-02-04T10:00,28.0,41,15.9,42.8,927.5,668.0,13.6,357,0.52,0.00,0,590.0,912.3
2025-02-04T11:00,30.3,32,14.3,43.6,927.3,823.0,11.5,15,0.66,0.00,0,739.0,949.9
2025-02-04T12:00,31.6,29,14.8,40.3,926.4,911.0,11.5,47,0.75,0.00,19,824.0,967.5
2025-02-04T13:00,31.6,32,13.0,43.6,925.7,795.0,12.8,62,0.67,0.00,27,659.0,763.6
2025-02-04T14:00,32.3,30,10.5,38.5,924.6,679.0,12.6,82,0.59,0.20,62,499.0,615.2
2025-02-04T15:00,30.1,40,11.1,34.2,924.0,573.0,14.9,129,0.48,0.20,36,409.0,584.7
2025-02-04T16:00,28.2,52,7.5,33.8,924.0,405.0,17.4,145,0.32,0.20,37,274.0,511.5
2025-02-04T17:00,27.4,53,4.6,23.8,924.2,259.0,17.0,167,0.19,0.10,16,178.0,537.8
2025-02-04T18:00,25.9,58,4.4,16.2,924.7,63.0,17.1,99,0.05,0.00,48,37.0,253.4
2025-02-04T19:00,25.5,58,6.0,13.7,925.1,0.0,16.6,353,0.03,0.00,33,0.0,0.0
2025-02-04T20:00,25.1,59,7.6,18.7,926.0,0.0,16.5,360,0.04,0.00,28,0.0,0.0
2025-02-04T21:00,24.8,55,6.7,17.6,926.9,0.0,15.3,344,0.04,0.00,25,0.0,0.0
2025-02-04T22:00,24.1,56,8.6,19.4,927.2,0.0,14.8,352,0.05,0.00,33,0.0,0.0
2025-02-04T23:00,23.2,61,8.4,20.2,927.4,0.0,15.1,335,0.04,0.00,18,0.0,0.0
2025-02-05T00:00,22.3,67,9.3,19.8,926.9,0.0,15.8,324,0.03,0.00,11,0.0,0.0
2025-02-05T01:00,21.4,73,9.4,21.2,926.3,0.0,16.3,322,0.02,0.00,3,0.0,0.0
2025-02-05T02:00,20.8,76,8.6,20.2,925.5,0.0,16.4,324,0.02,0.00,2,0.0,0.0
2025-02-05T03:00,20.1,78,9.4,20.5,925.1,0.0,16.2,325,0.01,0.00,7,0.0,0.0
2025-02-05T04:00,19.7,79,10.2,22.7,924.8,0.0,15.9,323,0.02,0.00,1,0.0,0.0
2025-02-05T05:00,19.5,79,10.5,23.8,924.8,0.0,15.8,325,0.02,0.00,0,0.0,0.0
2025-02-05T06:00,19.1,82,10.4,24.1,924.9,0.0,15.9,324,0.01,0.00,0,0.0,0.0
2025-02-05T07:00,20.1,77,10.9,25.9,926.2,23.0,15.8,324,0.05,0.00,0,13.0,124.7
2025-02-05T08:00,22.8,64,9.8,27.4,927.3,215.0,15.7,334,0.15,0.00,0,165.0,653.5
2025-02-05T09:00,25.1,53,11.2,30.6,928.1,458.0,14.9,348,0.33,0.00,0,390.0,831.9
2025-02-05T10:00,27.5,42,10.3,32.0,928.2,670.0,13.3,358,0.50,0.00,0,590.0,909.3
2025-02-05T11:00,29.6,33,9.0,31.7,927.8,828.0,11.5,23,0.63,0.00,0,743.0,952.2
2025-02-05T12:00,31.1,28,9.7,31.0,926.7,919.0,10.3,40,0.72,0.00,0,832.0,973.9
2025-02-05T13:00,32.3,24,9.7,32.8,925.7,935.0,9.5,59,0.75,0.00,24,848.0,979.6
2025-02-05T14:00,31.9,25,8.3,32.0,924.4,754.0,9.3,136,0.61,0.00,29,604.0,742.2
2025-02-05T15:00,27.8,52,12.8,37.8,923.8,607.0,17.2,165,0.47,0.10,29,457.0,651.0
2025-02-05T16:00,27.9,47,7.7,36.0,923.4,434.0,15.4,171,0.34,0.00,36,294.0,546.4
2025-02-05T17:00,27.3,46,5.4,24.8,923.5,230.0,14.8,178,0.19,0.00,33,144.0,432.3
2025-02-05T18:00,26.1,50,4.6,18.0,923.5,64.0,15.0,159,0.06,0.00,87,41.0,279.0
2025-02-05T19:00,25.0,58,2.9,13.0,924.2,0.0,16.2,176,0.01,0.00,97,0.0,0.0
2025-02-05T20:00,24.8,58,3.1,9.4,925.2,0.0,16.1,242,0.01,0.00,35,0.0,0.0
2025-02-05T21:00,24.8,58,1.9,9.0,926.0,0.0,16.0,311,0.00,0.00,31,0.0,0.0
2025-02-05T22:00,24.4,59,2.4,7.2,926.7,0.0,15.9,228,0.00,0.00,27,0.0,0.0
2025-02-05T23:00,23.3,63,2.6,6.1,926.5,0.0,15.8,309,0.00,0.00,28,0.0,0.0
2025-02-06T00:00,22.6,66,4.9,10.1,925.9,0.0,16.0,352,0.01,0.00,3,0.0,0.0
2025-02-06T01:00,22.2,68,7.9,16.9,925.7,0.0,15.9,336,0.03,0.00,15,0.0,0.0
2025-02-06T02:00,21.5,71,7.5,17.6,925.2,0.0,15.9,333,0.02,0.00,18,0.0,0.0
2025-02-06T03:00,20.7,75,8.1,18.4,925.1,0.0,16.1,329,0.02,0.00,14,0.0,0.0
2025-02-06T04:00,20.1,79,8.5,18.7,924.9,0.0,16.2,322,0.01,0.00,7,0.0,0.0
2025-02-06T05:00,19.8,80,9.0,19.8,924.9,0.0,16.3,322,0.01,0.00,11,0.0,0.0
2025-02-06T06:00,19.6,81,10.0,22.0,925.3,0.0,16.2,321,0.01,0.00,30,0.0,0.0
2025-02-06T07:00,20.6,76,9.7,22.7,926.5,22.0,16.2,310,0.04,0.00,12,11.0,104.8
2025-02-06T08:00,23.4,61,7.6,22.7,927.9,199.0,15.5,326,0.14,0.00,22,141.0,555.2
2025-02-06T09:00,25.6,52,6.1,22.0,928.6,425.0,15.0,355,0.30,0.00,23,335.0,711.8
2025-02-06T10:00,27.5,46,8.4,27.0,928.5,614.0,14.7,35,0.46,0.00,19,486.0,746.5
2025-02-06T11:00,28.9,41,9.9,30.6,928.1,745.0,14.5,42,0.57,0.00,95,616.0,787.0
2025-02-06T12:00,30.4,36,11.7,34.2,926.9,846.0,13.6,47,0.67,0.00,67,696.0,812.2
2025-02-06T13:00,31.6,31,12.4,37.1,925.8,832.0,12.6,54,0.69,0.00,16,677.0,779.6
2025-02-06T14:00,31.9,28,7.6,36.7,924.8,762.0,10.9,95,0.61,0.00,29,597.0,731.2
2025-02-06T15:00,29.3,43,11.0,33.5,923.4,599.0,15.6,166,0.48,0.00,27,449.0,637.3
2025-02-06T16:00,26.9,56,13.0,36.4,923.4,485.0,17.4,183,0.37,0.00,39,383.0,708.7
2025-02-06T17:00,25.8,59,12.1,35.6,923.8,240.0,17.1,223,0.21,0.00,32,160.0,477.4
2025-02-06T18:00,25.0,60,7.1,32.0,923.9,58.0,16.8,236,0.07,0.00,18,34.0,229.8
2025-02-06T19:00,24.4,61,3.5,18.7,924.4,0.0,16.5,192,0.01,0.00,30,0.0,0.0
2025-02-06T20:00,24.5,61,3.9,8.3,925.4,0.0,16.5,347,0.01,0.00,85,0.0,0.0
2025-02-06T21:00,24.6,60,10.2,21.6,925.8,0.0,16.2,337,0.05,0.00,49,0.0,0.0
2025-02-06T22:00,24.0,60,8.2,21.6,926.2,0.0,15.9,327,0.04,0.00,32,0.0,0.0
2025-02-06T23:00,23.3,62,9.8,20.5,926.4,0.0,15.7,329,0.04,0.00,43,0.0,0.0
2025-02-07T00:00,22.5,66,10.8,23.8,926.2,0.0,15.8,336,0.04,0.00,13,0.0,0.0
2025-02-07T01:00,21.6,69,10.7,24.1,925.8,0.0,15.6,335,0.04,0.00,1,0.0,0.0
2025-02-07T02:00,20.8,71,10.3,24.1,925.4,0.0,15.3,325,0.03,0.00,0,0.0,0.0
2025-02-07T03:00,20.1,75,10.6,24.5,924.9,0.0,15.4,325,0.02,0.00,2,0.0,0.0
2025-02-07T04:00,19.5,79,11.0,25.6,924.7,0.0,15.8,320,0.02,0.00,4,0.0,0.0
2025-02-07T05:00,19.1,81,11.3,26.6,924.9,0.0,15.9,324,0.01,0.00,2,0.0,0.0
2025-02-07T06:00,18.8,83,11.9,27.7,925.2,0.0,15.9,325,0.01,0.00,3,0.0,0.0
2025-02-07T07:00,20.0,75,11.5,27.4,926.2,23.0,15.4,325,0.05,0.00,0,13.0,123.1
2025-02-07T08:00,22.6,62,10.8,29.5,927.2,213.0,14.8,336,0.16,0.00,9,162.0,634.1
2025-02-07T09:00,25.0,52,12.8,33.8,928.1,455.0,14.4,351,0.34,0.00,28,385.0,814.8
2025-02-07T10:00,27.3,44,13.4,37.8,928.2,673.0,13.8,356,0.51,0.00,46,592.0,906.3
2025-02-07T11:00,29.6,33,12.5,38.5,927.8,838.0,11.5,8,0.65,0.00,61,751.0,956.5
2025-02-07T12:00,31.3,25,12.3,36.4,926.9,930.0,9.2,34,0.75,0.00,55,841.0,978.5
2025-02-07T13:00,32.1,25,14.0,40.0,926.0,946.0,9.6,47,0.78,0.00,66,857.0,983.9
2025-02-07T14:00,33.0,24,12.5,40.3,925.0,855.0,10.0,58,0.72,0.00,73,752.0,918.1
2025-02-07T15:00,31.7,26,5.8,37.8,924.2,586.0,10.0,146,0.48,0.00,64,379.0,536.0
2025-02-07T16:00,30.0,42,8.7,27.7,923.8,444.0,15.7,150,0.37,0.00,54,329.0,606.2
2025-02-07T17:00,28.0,50,7.5,28.8,924.3,258.0,16.5,145,0.22,0.00,14,165.0,489.3
2025-02-07T18:00,25.9,55,5.8,22.3,924.5,70.0,16.1,176,0.07,0.00,11,46.0,309.0
2025-02-07T19:00,25.4,64,4.2,15.5,925.3,0.0,18.0,301,0.01,0.00,37,0.0,0.0
2025-02-07T20:00,25.7,57,7.8,16.2,925.9,0.0,16.5,312,0.04,0.00,47,0.0,0.0
2025-02-07T21:00,25.4,53,3.0,16.6,926.9,0.0,15.2,17,0.01,0.00,30,0.0,0.0
2025-02-07T22:00,24.7,51,6.4,13.7,927.1,0.0,13.8,342,0.04,0.00,27,0.0,0.0
2025-02-07T23:00,23.9,52,6.6,13.7,927.2,0.0,13.4,339,0.04,0.00,28,0.0,0.0
2025-02-08T00:00,22.9,57,8.3,17.6,926.6,0.0,13.9,326,0.04,0.00,42,0.0,0.0
2025-02-08T01:00,21.9,66,10.2,22.0,926.0,0.0,15.2,323,0.04,0.00,99,0.0,0.0
2025-02-08T02:00,21.6,70,9.6,24.1,925.5,0.0,15.9,326,0.03,0.00,12,0.0,0.0
2025-02-08T03:00,20.6,75,10.3,23.8,925.1,0.0,16.0,322,0.02,0.00,22,0.0,0.0
2025-02-08T04:00,20.0,77,10.3,24.1,925.0,0.0,15.9,324,0.02,0.00,53,0.0,0.0
2025-02-08T05:00,19.9,77,9.2,24.5,925.3,0.0,15.7,321,0.02,0.00,96,0.0,0.0
2025-02-08T06:00,20.0,76,8.8,21.6,925.7,0.0,15.7,327,0.02,0.00,68,0.0,0.0
2025-02-08T07:00,20.7,74,9.5,23.8,926.4,22.0,15.8,331,0.05,0.00,13,11.0,103.5
2025-02-08T08:00,23.0,64,9.9,27.4,927.4,205.0,15.8,339,0.15,0.00,4,146.0,567.9
2025-02-08T09:00,25.4,55,9.9,29.2,928.4,449.0,15.7,355,0.32,0.00,8,376.0,792.5
2025-02-08T10:00,27.6,47,9.7,29.9,928.7,664.0,15.3,15,0.49,0.00,0,582.0,887.9
2025-02-08T11:00,29.5,38,11.6,33.5,928.4,812.0,13.7,51,0.63,0.00,29,721.0,915.4
2025-02-08T12:00,29.9,37,11.0,36.7,927.6,736.0,13.7,65,0.59,0.00,27,537.0,622.9
2025-02-08T13:00,30.4,36,11.5,34.9,926.6,744.0,13.8,91,0.61,0.00,35,539.0,616.9
2025-02-08T14:00,31.0,35,11.6,35.6,926.0,775.0,14.0,103,0.63,0.00,43,608.0,739.9
2025-02-08T15:00,29.1,42,10.4,36.7,925.4,636.0,14.9,111,0.50,0.30,53,487.0,686.3
2025-02-08T16:00,27.8,50,7.2,31.7,925.2,368.0,16.5,143,0.30,0.20,22,224.0,411.0
2025-02-08T17:00,25.9,62,8.1,23.4,925.5,226.0,18.0,145,0.18,0.20,59,137.0,403.9
2025-02-08T18:00,24.4,71,6.4,23.0,926.2,51.0,18.8,140,0.05,0.00,67,26.0,173.5
2025-02-08T19:00,23.8,74,0.7,17.6,926.2,0.0,18.9,256,0.00,0.00,48,0.0,0.0
2025-02-08T20:00,24.0,72,3.6,10.1,927.3,0.0,18.6,147,0.00,0.00,48,0.0,0.0
2025-02-08T21:00,23.9,72,1.6,10.1,927.7,0.0,18.5,354,0.00,0.00,34,0.0,0.0
2025-02-08T22:00,23.7,73,5.5,12.6,927.8,0.0,18.5,341,0.01,0.00,6,0.0,0.0
2025-02-08T23:00,23.1,73,6.9,15.8,927.9,0.0,18.0,353,0.02,0.00,21,0.0,0.0
2025-02-09T00:00,22.7,75,6.6,16.2,927.5,0.0,17.9,344,0.01,0.00,24,0.0,0.0
2025-02-09T01:00,22.1,76,7.6,16.2,927.1,0.0,17.8,329,0.01,0.00,64,0.0,0.0
2025-02-09T02:00,22.0,74,7.5,16.6,926.8,0.0,17.2,327,0.02,0.00,98,0.0,0.0
2025-02-09T03:00,21.7,75,7.8,17.3,926.4,0.0,17.0,322,0.02,0.00,100,0.0,0.0
2025-02-09T04:00,21.7,75,8.8,19.1,926.4,0.0,17.1,314,0.02,0.00,91,0.0,0.0
2025-02-09T05:00,21.3,77,9.1,19.4,926.6,0.0,17.1,319,0.02,0.00,19,0.0,0.0
2025-02-09T06:00,20.6,80,8.8,19.8,926.8,0.0,17.1,311,0.01,0.00,100,0.0,0.0
2025-02-09T07:00,21.5,75,6.8,16.6,927.5,11.0,17.0,325,0.04,0.00,97,0.0,0.0
2025-02-09T08:00,23.3,68,6.0,18.7,928.4,162.0,16.9,323,0.12,0.00,99,61.0,235.8
2025-02-09T09:00,25.8,56,5.1,19.4,929.5,419.0,16.5,6,0.29,0.00,91,307.0,644.3
2025-02-09T10:00,27.6,49,9.2,27.7,929.6,591.0,16.0,47,0.45,0.00,100,460.0,699.4
2025-02-09T11:00,28.9,44,11.2,32.8,929.1,694.0,15.4,53,0.54,0.00,96,564.0,713.8
2025-02-09T12:00,30.4,39,10.2,33.1,928.4,772.0,14.7,59,0.62,0.00,62,591.0,683.4
2025-02-09T13:00,31.2,34,7.8,31.7,927.5,819.0,13.6,83,0.65,0.00,100,659.0,751.9
